Unnamed: 0,STT,SMILES,CID,AVG_IC50_uM,FIRST_LABEL,FINAL_LABEL,DUPLICATE_COUNTS
565,565,CC1(CC(=O)NC2=C1C=C(C=C2)C(=O)NCC3CCC(CC3)/C=C/C(=O)NO)C,86291495,0.1591,Active,1.0,2
345,345,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCCCC(=O)NC5=CC=CC=C5N)C(=O)N2,155513192,0.112,Active,1.0,1
361,361,CC1=CC(=CC(=C1OCC2=CC(=CC=C2)C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,153534003,0.251,Active,1.0,1
329,329,CN(C)C1=CC=C(C=C1)C(=O)N(CCCCCC(=O)NC2=C(C=CC(=C2)F)N)CC(=O)NCC3=CC=CC=C3,155521822,3.06,Active,0.0,1
132,132,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC=C2F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162655734,0.37,Active,1.0,1
463,463,C1=CC=C(C=C1)CCC(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489330,7.8,Active,0.0,1
187,187,C1=CC=C2C(=C1)C(=C(N2)C3=C(N(C4=C3C=CC=C4Cl)CC5=CC=C(C=C5)C(=O)NO)O)N=O,156901831,0.088,Active,1.0,1
404,404,CN(CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])CC1=NC=C(C=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N.Cl.Cl.Cl,145980171,0.39,Active,1.0,1
298,298,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCC(=O)NC3=CC=CC=C3N,155540466,8.14,Active,0.0,1
181,181,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CN(C3=CC=CC=C32)C)NC(=O)[C@H]4CC45CCN(CC5)C,162506662,0.0029,Active,1.0,1
600,600,C1OC2=C(O1)C=C(C=C2)CN(CCO)CC3=CC=C(C=C3)C(=O)NC4=C(C=CC(=C4)C5=CC=CS5)N,57393108,0.74,Active,1.0,1
40,40,C1=CNC2=NC=C(C=C21)C3=NN(C4=NC=NC(=C34)N)CCCCCCCCC(=O)NO,164609349,0.024,Active,1.0,1
496,496,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NC5=CC=CC=C5N,141504714,5.0,Active,0.0,1
464,464,CC[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489328,1.2,Active,0.0,1
68,68,C1=CC2=C(C=C1C3=CC=NC=C3)NN=C2NC(=O)CCCCCCC(=O)NO,162670851,0.0259,Active,1.0,1
76,76,COC1=CC(=CC(=C1)NC2=C3C(=NC(=N2)N)N(C=N3)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC,162668663,0.179,Active,1.0,1
180,180,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2)NC(=O)[C@H]4CC45CCN(CC5)C,162506674,0.00325,Active,1.0,2
570,570,CC1=CC=CC=C1C2=CC=C(C=C2)C=NNC(=O)CCCCCC(=O)NO,73707536,0.0188,Active,1.0,1
690,690,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO.Cl,25067557,0.0011,Active,1.0,1
139,139,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CN=C(N=C2)OCC)NC(=O)[C@H]3CC34CCN(CC4)C,162654449,0.666,Active,1.0,2
218,218,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C(=O)C,156014765,0.041,Active,1.0,1
467,467,C1=CC(=CC=C1CC(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N)F,142489319,3.0,Active,0.0,1
118,118,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=C(C=C2)N=C(C=C3)C)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,162658517,0.0678333333333333,Active,1.0,3
201,201,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCC(CC5)N(C)C,156019655,0.0226,Active,1.0,1
195,195,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,156021671,0.0047,Active,1.0,1
320,320,CC1=CC(=CC(=C1)C(=O)N(CC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)CC(=O)NCC4=CC=CC=C4)C,155527295,0.485,Active,1.0,1
759,759,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,759408,6.55,Active,0.0,2
34,34,CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(C(C(=N4)C(=C5C(=C(C(=N5)C=C1N2)C)C(=O)OC)C(=O)OC)CCC(=O)NC6=CC=C(C=C6)C(=O)NC7=CC=CC=C7N)C)C)C=C)C,164611754,2.65,Active,0.0,1
487,487,COC1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728831,0.003,Active,1.0,1
442,442,COC1=CC=CC(=C1)N2C(=NC(=N2)C(=O)NCCCCCC(=O)NO)C3=CC(=C(C(=C3)OC)OC)OC,145955496,0.232,Active,1.0,1
693,693,C=CCOC(CCCCCC(=O)NO)C(=O)NC1=CC=CC=C1,25065931,0.5,Active,1.0,1
771,769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNCC4=CC=C(C=C4)C(=O)NO,156012912,0.0,Inactive,0.0,1
160,160,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)C,162650292,0.149433333333333,Active,1.0,3
723,723,C1=CC(=CC=C1/C=C/C(=O)NO)C2=CC=C(C=C2)O,15986418,0.59,Active,1.0,1
705,705,C#CCOC1=CC=C(C=C1)/C=N/NC(=O)CCCCCCC(=O)NO,23818230,0.0021,Active,1.0,1
14,14,C=CCN1C(=NN=C1SCCCCCC(=O)NC2=CC=CC=C2N)C3=CC=NC=C3,164621002,1.4,Active,0.0,1
713,713,C1=CC(=CN=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)N,23648260,0.053,Active,1.0,2
119,119,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCC(=O)NO)N=NC5=NC=CS5,162658370,0.0758,Active,1.0,1
82,82,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=NC4=C(N=C(N=C43)Cl)NC5=CC(=C(C=C5)F)Cl,162666240,3.78,Active,0.0,1
382,382,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCN(CC4)C5=NC=C(C=N5)C(=O)NO)OC)OC,146284820,0.051,Active,1.0,1
598,598,C1COCCN1C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)N,57396604,0.88,Active,1.0,1
248,248,CN1C(=O)C2=C(C=C(C=C2)Br)N=C1SCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,155568767,0.53,Active,1.0,1
107,107,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=CC=CC=C3N=C2OC)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,162661059,0.692,Active,1.0,3
17,17,CSC1=CC2=C(C=C1)S(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164619071,1.68,Active,0.0,1
429,429,CCCC1=NN(C(=C1)C2=CC=C(C=C2)F)CC3=CC=C(C=C3)C(=O)NO,145967851,2.883,Active,0.0,1
172,172,COC1=CC=C(C=C1)C2=NC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162643749,0.009,Active,1.0,1
457,457,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NC4CCN(CC4)C5=NC=C(C=N5)C(=O)NO)OC)OC,142495358,0.409,Active,1.0,1
311,311,CCCNNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2,155531159,0.4741,Active,1.0,1
103,103,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC(=O)NCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162662724,1.5,Active,0.0,1
433,433,CC1=NN(C(=C1)C2=CC=C(C=C2)F)CC3=CC=C(C=C3)C(=O)NO,145967593,1.974,Active,0.0,1
265,265,CCCNNC(=O)C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)OC(C)(C)C,155557418,0.5793,Active,1.0,1
531,531,C1COC2(C3=C(C=CC(=C3)Cl)N(C2=O)CCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC1,132569672,0.256,Active,1.0,1
567,567,C1=CSC(=C1)C2=CC=C(C=C2)C=NNC(=O)CCCCCC(=O)NO,73707545,0.0063,Active,1.0,1
683,683,C1=CSC(=C1)C2=CC=C(C=C2)/C=C/C(=O)NO,42630932,0.45,Active,1.0,1
45,45,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2F)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162676857,1.553,Active,0.0,1
734,734,C1=CSC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC4=NC=CN=C4C=C3,11393847,0.2,Active,1.0,1
506,506,C1COC2(C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)NCC4=CC=C(C=C4)C(=O)NC5=C(C=CC(=C5)C6=CC=CS6)N)OC1,137648171,0.179,Active,1.0,1
247,247,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CN(C4)C,155907155,0.75,Active,1.0,1
245,245,CC1=COC(=N1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=C(C=C3)F)NC(=O)C4CCN(CC4)C,155924154,1.175,Active,0.0,2
435,435,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NO,145966712,0.19165,Active,1.0,2
657,657,C1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F,46188075,1.05,Active,0.0,1
560,560,CC1(CC(=O)NC2=C1C=C(C=C2)C(=O)NCC3=CC(=CC=C3)/C=C/C(=O)NO)C,86581432,0.1,Active,1.0,1
11,11,CNC(=O)CCCCCCCN1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,164623855,0.0034,Active,1.0,1
214,214,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)C4=CC=C(C=C4)C(=O)NO,156015873,8.62,Active,0.0,1
88,88,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=N4)O)NC(=O)C5=CN=CS5,162665019,0.07,Active,1.0,1
479,479,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCC(=O)NO)F,141728867,0.9845,Active,1.0,2
602,602,C1=CNC(=C1)/C=C\2/C3=C(C=CC(=C3)NC(=O)CCCCC(=O)NO)NC2=O,56837168,0.0204,Active,1.0,1
147,147,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)Cl)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162653755,0.0018,Active,1.0,1
494,494,C1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,141728806,0.019,Active,1.0,1
720,720,C1=CC(=CC=C1/C=C/C(=O)NO)C2=CC=C(C=C2)Cl,15986508,1.86,Active,0.0,1
760,760,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,444732,0.03326,Active,1.0,9
775,769,C1=CC=C(C=C1)C[C@@H](C(=O)O)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,155555613,0.0,Inactive,0.0,1
309,309,CC(C)C1C(=O)OC(CC(=O)NCC2=NC(=CS2)C3=NC(CS3)(C(=O)N1)C)C=CC(CS)(F)F,155532640,0.01849,Active,1.0,1
710,710,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=COC=C4)N)OC,23648263,0.07,Active,1.0,1
641,641,COC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NC3=CC=CC=C3N,46203618,3.85,Active,0.0,1
352,352,CC1=CC(=CC(=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,155510762,0.995,Active,1.0,2
268,268,CC1=CC(=CC(=C1OCCCC(=O)NO)C)C2=NC3=C(C4=C(S3)CN(CC4)C)C(=O)N2,155555499,0.16,Active,1.0,1
452,452,CC[C@@H](C1=NC2=CC=CC(=C2C(=O)N1C3=CC=CC=C3)CCCCC(=O)NO)NC4=NC=NC5=C4NC=N5,142506033,1.231,Active,0.0,1
173,173,CCOC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162643350,0.0042,Active,1.0,1
526,526,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCC(=O)NC3=CC=CC=C3N,132576542,0.759,Active,1.0,1
121,121,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162657608,0.97,Active,1.0,1
577,577,C1=CC=C(C=C1)NC(=O)C=CC2=CC(=CC=C2)C(=O)NO,71681069,4.8,Active,0.0,1
504,504,C1=CC=C(C=C1)CC(CCCC(=O)NO)CCC(=O)NC2=CC=CC=C2,137657845,3.5,Active,0.0,1
49,49,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCC(=O)NO)N=NC5=NC=CS5,162675394,0.1185,Active,1.0,1
31,31,C1C(=O)N(C(=O)N1CC2=CC=C(C=C2)Cl)CC3=CC=C(C=C3)C(=O)NO,164613482,1.082,Active,0.0,2
481,481,C1=CC(=CC=C1NC2=NC(=NC=C2F)NC3=CN(N=C3)CCCCCCC(=O)NO)F,141728855,0.003,Active,1.0,1
286,286,CCCNNC(=O)C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,155546022,0.1075,Active,1.0,1
614,614,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,53340426,0.318,Active,1.0,2
528,528,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCCC(=O)NC3=C(C=CC(=C3)C4=CC=CC=C4)N,132576540,0.827,Active,1.0,1
709,709,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)O)OC,23648266,0.06,Active,1.0,1
116,116,COC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162658937,7.7,Active,0.0,1
573,573,CCOC(=O)NCCCC(=O)NCCC1=CC=CC=C1,72946782,0.0001155,Active,1.0,2
95,95,COC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCC(=O)NO,162663710,0.168,Active,1.0,1
375,375,C1=CC=C(C=C1)CN2C(=NN=N2)CN(CC3=CC=C(C=C3)C(=O)NO)C(=O)C4=CC=CC=C4C(F)(F)F,146680839,2.26,Active,0.0,1
403,403,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,145980347,0.93,Active,1.0,1
509,509,CCCCC(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1,137641520,1.3,Active,0.0,1
644,644,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)NO)F,46190826,6.26,Active,0.0,1
608,608,C1=CC(=CC=C1F)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464579,0.1994,Active,1.0,1
656,656,C1=CC(=CC=C1CNCC2=NC(=NO2)C3=CC=C(C=C3)F)C(=O)NO,46190555,7.69,Active,0.0,1
62,62,C1=CC(=CC(=C1)Cl)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162671591,0.004,Active,1.0,1
571,571,C1=CC=NC(=C1)C2=CC=C(C=C2)C=NNC(=O)CCCCCC(=O)NO,73707535,0.0069,Active,1.0,1
535,535,C1=CC=C(C=C1)CN2C=NC3=C(N=C(N=C32)Cl)NCCCCCC(=O)NO,127027767,0.056,Active,1.0,1
552,552,CC1(CC(=O)N(C2=C1C=C(C=C2)C(=O)NCCCCCCC(=O)NO)C)C,117829461,0.1,Active,1.0,1
524,524,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCNC(=O)C(CC3=CC=CC=C3)N,132576546,2.915,Active,0.0,1
732,732,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO,11538455,0.00216,Active,1.0,2
635,635,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=COC=C3)N,46830327,0.4245,Active,1.0,2
637,637,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC=CS3,46203950,2.87,Active,0.0,1
29,29,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=N2)NCC4CCN(CC4)C5=NC=C(C=N5)C(=O)NO)OC)OC,164614059,0.038,Active,1.0,1
54,54,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C(=CC=C2)C(F)(F)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162673789,0.063,Active,1.0,1
538,538,C1COCCN1C2=C3C=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCCCC(=O)NO,122376192,0.0256,Active,1.0,1
510,510,C1=CC(=C2C=CNC2=C1)CCNS(=O)(=O)C3=CC=C(C=C3)C=CC(=O)NO,137638741,0.0009,Active,1.0,1
146,146,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(N=CC=C2)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162653763,0.056,Active,1.0,1
455,455,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCC(CC4)C(=O)NO)OC)OCCCN5CCCC5,142495374,0.159,Active,1.0,1
533,533,C1CC2=C(C=CC(=C2)Cl)N(C1)CC3=CC=C(C=C3)C(=O)NO,130345472,0.282,Active,1.0,1
596,596,C1=CC=C(C=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,57723146,0.14,Active,1.0,1
385,385,CN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,145993428,0.96,Active,1.0,1
165,165,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N)NC(=O)C3=CN=CS3,162646379,0.239233333333333,Active,1.0,3
488,488,C1=CC(=CC=C1CN2C=C(C=N2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)F)Cl)C(=O)NO,141728829,0.396,Active,1.0,2
80,80,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO)Cl,162667220,0.0036,Active,1.0,1
426,426,CCC1=NN(C(=C1)C2=CC=C(C=C2)F)CC3=CC=C(C=C3)C(=O)NO,145968087,1.503,Active,0.0,1
259,259,CCCNNC(=O)C=CC1=CC=C(C=C1)CN(CCC2=C(NC3=CC=CC=C32)C)C(=O)OC(C)(C)C,155561265,1.298,Active,0.0,1
9,9,CCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CN(C4)C,164625443,3.4,Active,0.0,1
529,529,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCCC(=O)NC3=C(C=CC(=C3)C4=CC=CC=C4)N,132576539,0.659,Active,1.0,1
714,714,C1=CC=C(C=C1)C2=CC=C(C=C2)CCCCC(=O)NO,22915475,0.72,Active,1.0,1
611,611,C1=CC(=CC=C1C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO)NC(=O)C3=CC(=CC(=C3)CN=[N+]=[N-])N=[N+]=[N-],53361475,0.78,Active,1.0,1
179,179,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=C(C=CC=N3)N=C2)NC(=O)[C@H]4CC45CCN(CC5)C,162506733,0.1265,Active,1.0,2
495,495,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCC(=O)NC5=CC=CC=C5N,141504722,3.0,Active,0.0,1
697,697,CCCOC(CCCCC(=O)NO)C(=O)NC1=CC=CC=C1,25065713,0.5,Active,1.0,1
293,293,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155543511,4.075,Active,0.0,2
373,373,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC(F)(F)F,147105312,0.0098,Active,1.0,1
5,5,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)C(=O)NC4=NC=C(C=C4)Br)CC5=CC=C(C=C5)C(=O)NO,164626486,0.03,Active,1.0,1
197,197,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC,156020756,0.0045,Active,1.0,1
612,612,C1=C(C=C(C=C1CN2C=C(C=N2)NC(=O)CCCCCCC(=O)NO)N=[N+]=[N-])CN=[N+]=[N-],53361474,1.0,Active,0.0,1
610,610,C1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO,53464577,0.004,Active,1.0,1
661,661,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F)Cl,46187888,8.56,Active,0.0,1
261,261,CC1=CC(=CC(=C1)C(=O)N(CCCCCC(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3)N)CC(=O)NCC4=CC=CC=C4)C,155559872,1.81,Active,0.0,1
731,731,CCC(=O)CCCCCC(C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CN(C4)C,11556677,0.387,Active,1.0,5
701,701,CC1=C(C2=C(N1)C=CC(=C2)OC)CC(=O)NC(CCCCCC(=O)C)C3=NC=C(N3)C4=CC=CC=C4,24853793,0.11,Active,1.0,2
473,473,CC1=CC=C(C=C1)CN2CCC(CC2)C3=NOC(=N3)CN(C)C4=NC=C(C=N4)C(=O)NO,141764754,0.0036,Active,1.0,1
38,38,C/C(=N\O)/C1=CC2=C(C=C1)S(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164609512,1.62,Active,0.0,1
667,667,C#CCOC1=CC=C(C=C1)/C=N/NC(=O)C2=CC(=CC=C2)C(=O)NO,44507029,6.3,Active,0.0,1
353,353,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)O)NC(=O)C5=CN=CS5,155289404,0.1765,Active,1.0,2
314,314,C1CCC(CC1)NC(=O)CN(CCCCCC(=O)NC2=CC=CC=C2N)C(=O)C3=CC=CC=C3,155529690,5.95,Active,0.0,1
162,162,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)C(F)(F)F)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162649434,0.016,Active,1.0,1
67,67,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC(=C(C=C2OC)F)C(=O)OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162670894,0.154,Active,1.0,1
124,124,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=CC(=C2)[N+](=O)[O-])OC)NC(=O)[C@H]3CC34CCN(CC4)CC,162657130,0.043,Active,1.0,1
39,39,C1=CC2=C(C=C1C3=NN(C4=NC=NC(=C34)N)CCCCCCC(=O)NO)N=C(O2)N,164609507,0.0032,Active,1.0,1
4,4,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](CN)C4=C(NC5=C4C=C(C=C5)OC)C,164627330,2.00525,Active,0.0,4
33,33,COC1=CC2=C(C=C1)S(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164611961,1.93,Active,0.0,1
